order_id;total_qty;total_weight_gr;total_returned_qty;Total Diskon;product_categories;num_product_categories;Status Pesanan;Alasan Pembatalan;Opsi Pengiriman;Metode Pembayaran;Kota/Kabupaten;Provinsi;Ongkos Kirim Dibayar oleh Pembeli;Estimasi Potongan Biaya Pengiriman;Total Pembayaran;Perkiraan Ongkos Kirim;Waktu Pesanan Dibuat;source_file
ORD_0012205;1;1700;0;0;Nampan / Tray;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA JAKARTA PUSAT;DKI JAKARTA;6200;10000;17200;16200;2025-03-09 20:59;MarchSales2025.xlsx
ORD_0012206;2;2000;0;0;Celengan;1;Selesai;;Reguler (Cashless)-SPX Standard;Saldo ShopeePay;KOTA JAKARTA BARAT;DKI JAKARTA;0;10000;33315;10000;2025-03-09 21:19;MarchSales2025.xlsx
ORD_0012207;2;400;0;0;Mangkok Sambal / Saus;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pengiriman gagal;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. JEMBER;JAWA TIMUR;0;0;0;16000;2025-03-09 21:30;MarchSales2025.xlsx
ORD_0012208;4;800;0;0;Nampan / Tray;1;Batal;Dibatalkan oleh Pembeli. Alasan: Need to change delivery address;SPX Hemat;COD (Bayar di Tempat);KAB. PESISIR SELATAN;SUMATERA BARAT;0;0;0;20700;2025-03-09 22:38;MarchSales2025.xlsx
ORD_0012209;5;1000;0;0;Mangkok Sambal / Saus;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. SUMENEP;JAWA TIMUR;0;17000;79000;17000;2025-03-10 01:00;MarchSales2025.xlsx
ORD_0012210;2;1000;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. HULU SUNGAI TENGAH;KALIMANTAN SELATAN;14500;20000;51440;34500;2025-03-10 04:04;MarchSales2025.xlsx
ORD_0012211;1;100;0;0;Peralatan Kamar Mandi;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. KUNINGAN;JAWA BARAT;1000;15000;12440;16000;2025-03-10 04:23;MarchSales2025.xlsx
ORD_0012212;2;400;0;0;Other;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA SURAKARTA (SOLO);JAWA TENGAH;0;14500;22840;14500;2025-03-10 04:54;MarchSales2025.xlsx
ORD_0012213;2;1000;0;0;Celengan;1;Selesai;;SPX Standard;SPayLater;KOTA PANGKAL PINANG;BANGKA BELITUNG;0;18300;35138;18300;2025-03-10 07:25;MarchSales2025.xlsx
ORD_0012214;242;48400;0;302500;Nampan / Tray;1;Batal;Dibatalkan oleh Pembeli. Alasan: Perlu mengubah alamat pengiriman;Kargo;Online Payment;KOTA PALEMBANG;SUMATERA SELATAN;0;0;0;236801;2025-03-10 07:41;MarchSales2025.xlsx
ORD_0012215;3;600;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BANJAR;KALIMANTAN SELATAN;11500;20000;61320;31500;2025-03-10 07:44;MarchSales2025.xlsx
ORD_0012216;242;48400;0;302500;Nampan / Tray;1;Selesai;;Kargo-JNE Trucking (JTR);Online Payment;KOTA PALEMBANG;SUMATERA SELATAN;135801;101000;1403301;236801;2025-03-10 07:46;MarchSales2025.xlsx
ORD_0012217;1;3000;1;0;Baskom / Mangkok Besar;1;Selesai;;Reguler (Cashless)-JNE Reguler;Online Payment;KOTA BOGOR;JAWA BARAT;0;0;0;26000;2025-03-10 09:20;MarchSales2025.xlsx
ORD_0012218;7;29250;0;0;Nampan / Tray, Other, Saringan / Strainer, Spatula;4;Selesai;;Instant (Versi Lama)-SPX Instant (Versi Lama);Saldo ShopeePay;KOTA TANGERANG;BANTEN;0;50000;176500;50000;2025-03-10 09:20;MarchSales2025.xlsx
ORD_0012219;1;100;0;0;Aksesoris Pintu;1;Selesai;;SPX Standard;Online Payment;KAB. TANGERANG;BANTEN;0;5100;9050;5100;2025-03-10 10:13;MarchSales2025.xlsx
ORD_0012220;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. JEMBRANA;BALI;18500;15000;37500;33500;2025-03-10 10:53;MarchSales2025.xlsx
ORD_0012221;2;2000;0;0;Lunch Box / Rantang;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BOGOR;JAWA BARAT;0;14400;64440;14400;2025-03-10 11:25;MarchSales2025.xlsx
ORD_0012222;9;25500;3;0;Baskom / Mangkok Besar, Nampan / Tray, Peralatan Makan, Tempat Nasi;4;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KAB. BOGOR;JAWA BARAT;0;27200;105115;27200;2025-03-10 16:40;MarchSales2025.xlsx
ORD_0012223;3;4500;0;0;Celengan;1;Selesai;;J&T Express;COD (Bayar di Tempat);KAB. TANGERANG;BANTEN;0;16000;64440;16000;2025-03-10 16:54;MarchSales2025.xlsx
ORD_0012224;4;800;0;0;Mangkok Sambal / Saus;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KOTA PROBOLINGGO;JAWA TIMUR;0;17000;65480;17000;2025-03-10 17:24;MarchSales2025.xlsx
ORD_0012225;1;400;0;0;Pengolah Bumbu / Sayur;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pengiriman gagal;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. TEGAL;JAWA TENGAH;0;0;0;17000;2025-03-10 18:07;MarchSales2025.xlsx
ORD_0012226;2;200;0;0;Aksesoris Pintu;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. INDRAMAYU;JAWA BARAT;0;15000;20760;15000;2025-03-10 18:54;MarchSales2025.xlsx
ORD_0012227;20;7000;0;0;Nampan / Tray;1;Selesai;;Same Day-SPX Sameday;Online Payment;KOTA JAKARTA SELATAN;DKI JAKARTA;22500;20000;151900;42500;2025-03-10 19:12;MarchSales2025.xlsx
ORD_0012228;1;200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. MAGELANG;JAWA TENGAH;0;14500;17120;14500;2025-03-10 21:34;MarchSales2025.xlsx
ORD_0012229;1;80;0;0;Aksesoris Pintu;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KOTA JAKARTA BARAT;DKI JAKARTA;0;10000;6720;10000;2025-03-10 23:43;MarchSales2025.xlsx
ORD_0012230;1;80;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. KARAWANG;JAWA BARAT;2500;10000;9320;12500;2025-03-10 23:45;MarchSales2025.xlsx
ORD_0012231;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA JAKARTA SELATAN;DKI JAKARTA;0;8000;16900;8000;2025-03-11 00:04;MarchSales2025.xlsx
ORD_0012232;2;2100;0;0;Other, Piring;2;Selesai;;Reguler (Cashless)-SPX Standard;Saldo ShopeePay;KOTA JAKARTA BARAT;DKI JAKARTA;0;10000;36589;10000;2025-03-11 00:21;MarchSales2025.xlsx
ORD_0012233;1;300;0;0;Keranjang;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pengiriman gagal;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. GARUT;JAWA BARAT;0;0;0;16000;2025-03-11 03:35;MarchSales2025.xlsx
ORD_0012234;1;100;0;0;Aksesoris Pintu;1;Selesai;;Reguler (Cashless)-SPX Standard;Online Payment;KOTA TANGERANG;BANTEN;0;9500;11500;9500;2025-03-11 07:26;MarchSales2025.xlsx
ORD_0012235;242;48400;0;302500;Nampan / Tray;1;Selesai;;Kargo-JNE Trucking (JTR);Online Payment;KOTA PALEMBANG;SUMATERA SELATAN;135801;101000;1408301;236801;2025-03-11 10:02;MarchSales2025.xlsx
ORD_0012236;1;650;0;0;Other;1;Batal;Dibatalkan oleh Pembeli. Alasan: Lainnya/ berubah pikiran;Instant (Versi Lama)-SPX Instant (Versi Lama);Online Payment;KOTA TANGERANG;BANTEN;0;0;0;28000;2025-03-11 11:14;MarchSales2025.xlsx
ORD_0012237;1;1000;0;0;Tempat Nasi;1;Batal;Dibatalkan oleh Pembeli. Alasan: Need to change delivery address;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA BEKASI;JAWA BARAT;0;0;0;8000;2025-03-11 11:24;MarchSales2025.xlsx
ORD_0012238;1;100;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA BOGOR;JAWA BARAT;8000;0;17413;8000;2025-03-11 11:53;MarchSales2025.xlsx
ORD_0012239;3;600;0;0;Aksesoris Pintu;1;Selesai;;Reguler (Cashless)-SPX Standard;Saldo ShopeePay;KOTA JAKARTA SELATAN;DKI JAKARTA;0;10000;28900;10000;2025-03-11 12:08;MarchSales2025.xlsx
ORD_0012240;15;19830;0;0;Celengan, Perlengkapan Packing;2;Selesai;;Reguler (Cashless)-SPX Standard;SPayLater;KAB. BOGOR;JAWA BARAT;18000;40000;291570;58000;2025-03-11 14:07;MarchSales2025.xlsx
ORD_0012241;1;250;0;0;Peralatan Makan;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. TANGERANG;BANTEN;0;9500;6200;9500;2025-03-11 14:26;MarchSales2025.xlsx
ORD_0012242;6;1200;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. KUTAI TIMUR;KALIMANTAN TIMUR;0;38500;97720;38500;2025-03-11 16:09;MarchSales2025.xlsx
ORD_0012243;1;200;0;0;Botol / Gelas / Mug;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA BANDUNG;JAWA BARAT;0;10000;9320;10000;2025-03-11 16:33;MarchSales2025.xlsx
ORD_0012244;1;100;0;0;Aksesoris Pintu;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. TANGERANG;BANTEN;0;9500;10880;9500;2025-03-11 19:02;MarchSales2025.xlsx
ORD_0012245;1;1000;0;0;Tempat Nasi;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. KUTAI KARTANEGARA;KALIMANTAN TIMUR;19500;15000;41040;34500;2025-03-11 19:30;MarchSales2025.xlsx
ORD_0012246;2;1200;0;0;Aksesoris Pintu, Gantungan Baju / Hanger;2;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. PURBALINGGA;JAWA TENGAH;0;16000;38000;16000;2025-03-11 19:44;MarchSales2025.xlsx
ORD_0012247;1;1000;0;0;Lunch Box / Rantang;1;Batal;Dibatalkan oleh Pembeli. Alasan: Need to change delivery address;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA PALEMBANG;SUMATERA SELATAN;0;0;0;17000;2025-03-11 19:58;MarchSales2025.xlsx
ORD_0012248;2;240;0;0;Piring;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BANGKA TENGAH;BANGKA BELITUNG;20400;15000;48216;35400;2025-03-11 20:49;MarchSales2025.xlsx
ORD_0012249;1;500;0;0;Celengan;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pesanan belum dibayar;Reguler (Cashless);SPayLater;KAB. TANGERANG;BANTEN;0;0;0;9500;2025-03-11 21:07;MarchSales2025.xlsx
ORD_0012250;5;2000;0;0;Aksesoris Pintu, Botol / Gelas / Mug;2;Selesai;;Reguler (Cashless)-SPX Standard;Online Payment;KOTA TANGERANG SELATAN;BANTEN;0;9500;36500;9500;2025-03-11 22:10;MarchSales2025.xlsx
ORD_0012251;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA TANGERANG;BANTEN;0;8000;18900;8000;2025-03-11 22:24;MarchSales2025.xlsx
ORD_0012252;1;100;0;0;Peralatan Kamar Mandi;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KOTA SURABAYA;JAWA TIMUR;0;17000;11400;17000;2025-03-11 22:27;MarchSales2025.xlsx
ORD_0012253;1;100;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KAB. BEKASI;JAWA BARAT;8000;0;18900;8000;2025-03-11 23:20;MarchSales2025.xlsx
ORD_0012254;1;300;0;0;Other;1;Selesai;;Reguler (Cashless)-SPX Standard;Online Payment;KOTA TANGERANG;BANTEN;0;9500;12882;9500;2025-03-11 23:41;MarchSales2025.xlsx
ORD_0012255;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. JEPARA;JAWA TENGAH;1000;15000;19720;16000;2025-03-12 00:52;MarchSales2025.xlsx
ORD_0012256;2;400;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA BUKITTINGGI;SUMATERA BARAT;4500;30000;37920;34500;2025-03-12 03:51;MarchSales2025.xlsx
ORD_0012257;20;7000;0;0;Nampan / Tray;1;Selesai;;Kargo-JNE Trucking (JTR);Online Payment;KOTA JAKARTA TIMUR;DKI JAKARTA;0;19000;132000;19000;2025-03-12 04:08;MarchSales2025.xlsx
ORD_0012258;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KAB. TANGERANG;BANTEN;0;8000;18170;8000;2025-03-12 04:51;MarchSales2025.xlsx
ORD_0012259;4;2400;0;0;Mangkok Sambal / Saus;1;Selesai;;Hemat Kargo-J&T Economy;Saldo ShopeePay;KAB. MURUNG RAYA;KALIMANTAN TENGAH;36500;20000;102400;56500;2025-03-12 05:31;MarchSales2025.xlsx
ORD_0012260;2;400;0;0;Plastik / Wadah Plastik;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pesanan belum dibayar;Reguler (Cashless);Saldo ShopeePay;KAB. BOGOR;JAWA BARAT;0;0;0;9500;2025-03-12 06:10;MarchSales2025.xlsx
ORD_0012261;2;400;0;0;Toples / Sealware;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BLITAR;JAWA TIMUR;1000;15000;19512;16000;2025-03-12 07:11;MarchSales2025.xlsx
ORD_0012262;1;1200;0;0;Toples / Sealware;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. SUMEDANG;JAWA BARAT;0;17000;42600;17000;2025-03-12 07:20;MarchSales2025.xlsx
ORD_0012263;2;400;0;0;Plastik / Wadah Plastik;1;Selesai;;Reguler (Cashless)-SPX Standard;Saldo ShopeePay;KAB. TASIKMALAYA;JAWA BARAT;0;17000;41900;17000;2025-03-12 07:32;MarchSales2025.xlsx
ORD_0012264;1;50;0;0;Stempel / Alat Kantor;1;Selesai;;Same Day-SPX Sameday;SPayLater;KOTA JAKARTA UTARA;DKI JAKARTA;16500;0;57055;16500;2025-03-12 08:10;MarchSales2025.xlsx
ORD_0012265;1;1200;0;0;Toples / Sealware;1;Batal;Dibatalkan oleh Pembeli. Alasan: Need to change delivery address;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. GARUT;JAWA BARAT;0;0;0;17000;2025-03-12 09:00;MarchSales2025.xlsx
ORD_0012266;2;2000;0;0;Talenan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. KOTA BARU;KALIMANTAN SELATAN;13400;20000;56536;33400;2025-03-12 09:15;MarchSales2025.xlsx
ORD_0012267;10;1200;0;0;Piring;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. GIANYAR;BALI;9500;25000;94080;34500;2025-03-12 09:48;MarchSales2025.xlsx
ORD_0012268;1;5000;0;0;Other;1;Selesai;;GoSend Instant (Versi Lama);Kartu Kredit/Debit;KOTA JAKARTA BARAT;DKI JAKARTA;0;15000;83495;15000;2025-03-12 10:32;MarchSales2025.xlsx
ORD_0012269;1;5000;0;0;Other;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. TANGERANG;BANTEN;4000;20000;62625;24000;2025-03-12 10:33;MarchSales2025.xlsx
ORD_0012270;1;5000;0;0;Other;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. TANGERANG;BANTEN;12000;20000;74625;32000;2025-03-12 10:35;MarchSales2025.xlsx
ORD_0012271;2;160;0;0;Aksesoris Pintu;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. BANDUNG BARAT;JAWA BARAT;0;14000;12440;14000;2025-03-12 10:38;MarchSales2025.xlsx
ORD_0012272;1;5000;0;0;Other;1;Selesai;;Kargo-JNE Trucking (JTR);Online Payment;KAB. TANGERANG;BANTEN;15000;0;94625;15000;2025-03-12 10:46;MarchSales2025.xlsx
ORD_0012273;2;1000;0;0;Celengan;1;Selesai;;Instant (Versi Lama)-SPX Instant (Versi Lama);Saldo ShopeePay;KOTA JAKARTA BARAT;DKI JAKARTA;8000;10000;51900;18000;2025-03-12 12:24;MarchSales2025.xlsx
ORD_0012274;1;400;0;0;Keranjang;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. KEBUMEN;JAWA TENGAH;1000;15000;14520;16000;2025-03-12 12:29;MarchSales2025.xlsx
ORD_0012275;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SIMALUNGUN;SUMATERA UTARA;19400;15000;37845;34400;2025-03-12 16:27;MarchSales2025.xlsx
ORD_0012276;1;1000;0;0;Keranjang;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. SUMENEP;JAWA TIMUR;1000;15000;22840;16000;2025-03-12 16:36;MarchSales2025.xlsx
ORD_0012277;3;900;0;0;Piring;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA TANGERANG SELATAN;BANTEN;0;8000;21100;8000;2025-03-12 18:00;MarchSales2025.xlsx
ORD_0012278;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BATANG HARI;JAMBI;6100;30000;25024;36100;2025-03-12 19:04;MarchSales2025.xlsx
ORD_0012279;1;1200;0;0;Toples / Sealware;1;Selesai;;Reguler (Cashless)-SPX Standard;Online Payment;KOTA TANGERANG;BANTEN;0;10000;33443;10000;2025-03-12 19:49;MarchSales2025.xlsx
ORD_0012280;4;4040;0;0;Perlengkapan Packing, Tempat Nasi;2;Selesai;;Hemat Kargo-SPX Hemat;SPayLater;KAB. KEDIRI;JAWA TIMUR;12000;20000;60590;32000;2025-03-12 19:49;MarchSales2025.xlsx
ORD_0012281;1;100;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BANDUNG;JAWA BARAT;0;9500;10880;9500;2025-03-12 19:57;MarchSales2025.xlsx
ORD_0012282;1;650;0;0;Other;1;Selesai;;SPX Hemat;SeaBank Bayar Instan;KOTA CILEGON;BANTEN;5400;0;30702;5400;2025-03-12 20:18;MarchSales2025.xlsx
ORD_0012283;2;4000;0;0;Baskom / Mangkok Besar, Keranjang;2;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA MALANG;JAWA TIMUR;8800;20000;109825;28800;2025-03-12 20:50;MarchSales2025.xlsx
ORD_0012284;1;1200;0;0;Toples / Sealware;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. SUKABUMI;JAWA BARAT;0;17000;43120;17000;2025-03-12 21:30;MarchSales2025.xlsx
ORD_0012285;1;1200;0;0;Toples / Sealware;1;Selesai;;Reguler (Cashless)-SPX Standard;Saldo ShopeePay;KAB. KEBUMEN;JAWA TENGAH;0;17000;41900;17000;2025-03-12 21:57;MarchSales2025.xlsx
ORD_0012286;2;200;0;0;Aksesoris Pintu;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. TANGERANG;BANTEN;0;9500;20000;9500;2025-03-12 22:10;MarchSales2025.xlsx
ORD_0012287;4;4000;0;0;Teko / Jug;1;Batal;Dibatalkan oleh Pembeli. Alasan: Ubah Pesanan yang Ada;Kargo-JNE Trucking (JTR);SPayLater;KAB. PENUKAL ABAB LEMATANG ILIR;SUMATERA SELATAN;0;0;0;30000;2025-03-12 23:29;MarchSales2025.xlsx
ORD_0012288;1;1700;0;0;Rak / Rak Serbaguna;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pesanan belum dibayar;Hemat Kargo;SPayLater;KOTA PADANG;SUMATERA BARAT;0;0;0;42000;2025-03-13 00:44;MarchSales2025.xlsx
ORD_0012289;1;200;0;0;Pisau / Alat Potong;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA JAKARTA PUSAT;DKI JAKARTA;0;8000;18056;8000;2025-03-13 02:32;MarchSales2025.xlsx
ORD_0012290;1;1200;0;0;Toples / Sealware;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. SUMEDANG;JAWA BARAT;0;17000;43120;17000;2025-03-13 06:41;MarchSales2025.xlsx
ORD_0012291;10;2000;0;0;Nampan / Tray;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA TANGERANG SELATAN;BANTEN;0;14400;66900;14400;2025-03-13 09:01;MarchSales2025.xlsx
ORD_0012292;1;1200;0;0;Toples / Sealware;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KOTA DEPOK;JAWA BARAT;0;10000;43120;10000;2025-03-13 09:42;MarchSales2025.xlsx
ORD_0012293;100;22000;0;0;Baskom / Mangkok Besar;1;Selesai;;Reguler (Cashless)-JNE Reguler;Online Payment;KAB. MAGELANG;JAWA TENGAH;260000;40000;1192000;300000;2025-03-13 10:34;MarchSales2025.xlsx
ORD_0012294;4;4640;0;0;Perlengkapan Packing, Plastik / Wadah Plastik, Rak / Rak Serbaguna, Sikat / Pembersih;4;Selesai;;Reguler (Cashless)-JNE Reguler;Online Payment;KAB. CIAMIS;JAWA BARAT;0;17000;71000;17000;2025-03-13 10:44;MarchSales2025.xlsx
ORD_0012295;1;100;0;0;Aksesoris Pintu;1;Selesai;;SPX Hemat;Online Payment;KAB. PRINGSEWU;LAMPUNG;12500;0;24500;12500;2025-03-13 11:28;MarchSales2025.xlsx
ORD_0012296;3;600;0;0;Nampan / Tray;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. TANGERANG;BANTEN;0;10000;12595;10000;2025-03-13 11:35;MarchSales2025.xlsx
ORD_0012297;1;1000;0;0;Lunch Box / Rantang;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Pengiriman gagal;Agen SPX Express;COD (Bayar di Tempat);KOTA BANDA ACEH;NANGGROE ACEH DARUSSALAM (NAD);0;0;0;23000;2025-03-13 12:29;MarchSales2025.xlsx
ORD_0012298;4;800;0;0;Mangkok Sambal / Saus;1;Selesai;;Instant (Versi Lama)-SPX Instant (Versi Lama);SeaBank Bayar Instan;KOTA TANGERANG;BANTEN;0;43000;56000;43000;2025-03-13 12:46;MarchSales2025.xlsx
ORD_0012299;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BOGOR;JAWA BARAT;0;8000;21800;8000;2025-03-13 12:47;MarchSales2025.xlsx
ORD_0012300;1;1000;0;0;Bangku / Kursi Kecil;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA DEPOK;JAWA BARAT;8000;0;29600;8000;2025-03-13 13:05;MarchSales2025.xlsx
ORD_0012301;1;1000;0;0;Rak / Rak Serbaguna;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KOTA TANGERANG;BANTEN;0;10000;52480;10000;2025-03-13 13:27;MarchSales2025.xlsx
ORD_0012302;1;12000;0;0;Seal / Baut / Roof;1;Selesai;;Instant (Versi Lama)-SPX Instant (Versi Lama);Saldo ShopeePay;KAB. TANGERANG;BANTEN;21000;50000;1310900;71000;2025-03-13 13:36;MarchSales2025.xlsx
ORD_0012303;1;12000;0;0;Seal / Baut / Roof;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. BOGOR;JAWA BARAT;38400;40000;1393400;78400;2025-03-13 14:45;MarchSales2025.xlsx
ORD_0012304;1;500;0;0;Celengan;1;Selesai;;Reguler (Cashless)-SPX Standard;SPayLater;KOTA BEKASI;JAWA BARAT;0;9500;16328;9500;2025-03-13 15:16;MarchSales2025.xlsx
ORD_0012305;6;14400;0;0;Baskom / Mangkok Besar;1;Batal;Dibatalkan secara otomatis oleh sistem. Alasan: Penjual gagal mengirimkan pesanan tepat waktu;Kargo-JNE Trucking (JTR);Online Payment;KOTA BANDAR LAMPUNG;LAMPUNG;0;0;0;62000;2025-03-13 16:20;MarchSales2025.xlsx
ORD_0012306;1;500;0;0;Celengan;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KAB. BEKASI;JAWA BARAT;0;8000;19000;8000;2025-03-13 16:26;MarchSales2025.xlsx
ORD_0012307;2;2000;0;0;Celengan;1;Selesai;;J&T Express;SPayLater;KAB. BOGOR;JAWA BARAT;0;8000;35340;8000;2025-03-13 19:19;MarchSales2025.xlsx
ORD_0012308;1;100;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KAB. TANGERANG;BANTEN;8000;0;19200;8000;2025-03-13 22:02;MarchSales2025.xlsx
ORD_0012309;1;1200;0;0;Baskom / Mangkok Besar;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA JAKARTA TIMUR;DKI JAKARTA;0;8000;13000;8000;2025-03-14 04:09;MarchSales2025.xlsx
ORD_0012310;2;4800;0;0;Toples / Sealware;1;Selesai;;Hemat Kargo-SPX Hemat;Online Payment;KOTA JAKARTA SELATAN;DKI JAKARTA;800;20000;83800;20800;2025-03-14 06:27;MarchSales2025.xlsx
ORD_0012311;1;1400;0;0;Rak / Rak Serbaguna;1;Selesai;;Hemat Kargo-SPX Hemat;COD (Bayar di Tempat);KOTA PALEMBANG;SUMATERA SELATAN;9000;25000;68210;34000;2025-03-14 08:16;MarchSales2025.xlsx
ORD_0012312;242;145200;0;125000;Nampan / Tray;1;Selesai;;Kargo-JNE Trucking (JTR);SeaBank Bayar Instan;KOTA PALEMBANG;SUMATERA SELATAN;136801;100000;1306661;236801;2025-03-14 08:21;MarchSales2025.xlsx
ORD_0012313;1;100;0;0;Aksesoris Pintu;1;Selesai;;Hemat Kargo-SPX Hemat;Saldo ShopeePay;KOTA CIMAHI;JAWA BARAT;0;9000;10900;9000;2025-03-14 09:37;MarchSales2025.xlsx
ORD_0012314;1;700;0;0;Lunch Box / Rantang;1;Selesai;;Reguler (Cashless)-JNE Reguler;Kartu Kredit/Debit;KOTA BANDAR LAMPUNG;LAMPUNG;0;19000;47000;19000;2025-03-14 10:04;MarchSales2025.xlsx
ORD_0012315;2;160;0;0;Aksesoris Pintu;1;Selesai;;Reguler (Cashless)-SPX Standard;SPayLater;KAB. BEKASI;JAWA BARAT;0;9500;11100;9500;2025-03-14 11:40;MarchSales2025.xlsx
ORD_0012316;3;240;0;0;Aksesoris Pintu;1;Selesai;;Reguler (Cashless)-SPX Standard;COD (Bayar di Tempat);KAB. BOGOR;JAWA BARAT;0;9500;18160;9500;2025-03-14 12:20;MarchSales2025.xlsx
